CustomerID,Tenure_x,MonthlySpend_x,ContractType,SubscriptionPlan,LoginFrequency_x,SupportTickets_x,ChurnRisk,ChurnStatus,Tenure_y,MonthlySpend_y,LoginFrequency_y,SupportTickets_y,ContractType_Two-Year,ContractType_Yearly,SubscriptionPlan_Enterprise,SubscriptionPlan_Premium,Actual_Churn,Predicted_Churn,Churn_Probability
CUST_60,8,50.67212123427716,Monthly,Enterprise,8,1,-0.0253606061713857,0,12,32.31183235067191,6,1,False,False,False,False,0,0,0.4318920711370507
CUST_61,21,82.38507506653343,Yearly,Enterprise,10,1,-0.1709253753326671,0,15,41.29008895900966,10,1,False,True,False,False,0,0,0.3966840788675295
CUST_62,14,8.800415770836398,Yearly,Basic,5,1,0.189997921145818,0,8,28.69666621183553,7,1,False,False,False,False,0,0,0.47309533372438
CUST_63,7,73.71311582773865,Yearly,Enterprise,16,1,-0.1415655791386932,0,17,69.33879466071929,13,1,False,False,True,False,0,0,0.0026410899898882
CUST_64,10,87.90128949134271,Monthly,Enterprise,11,1,-0.2095064474567135,0,8,83.77753074801838,9,1,False,True,True,False,0,0,0.001020160925484
CUST_65,11,18.893010203542467,Two-Year,Basic,7,1,0.1365349489822876,0,15,65.62961619251479,13,1,False,False,True,False,0,0,0.0032726013599569
CUST_66,7,9.162542035626563,Yearly,Basic,4,1,0.1811872898218672,0,10,35.07875663210816,8,1,False,False,False,False,0,0,0.3764589668347439
CUST_67,14,76.52179398793024,Yearly,Enterprise,14,1,-0.1486089699396511,0,19,24.838566550473672,3,1,False,True,False,False,0,1,0.689325597019501
CUST_68,16,7.046772803514963,Monthly,Basic,6,1,0.2007661359824252,0,7,23.22126564798288,7,1,False,True,False,False,0,1,0.6547587373144271
CUST_69,11,12.890034675465923,Yearly,Basic,6,1,0.1665498266226704,0,10,5.191669375084447,4,1,False,False,False,False,0,1,0.8336560963102608
CUST_70,10,22.372680982901198,Two-Year,Basic,7,1,0.118136595085494,0,14,26.553939559859728,7,1,False,False,False,False,0,1,0.5516667986532451
CUST_71,13,57.84773252694425,Two-Year,Enterprise,12,1,-0.0562386626347212,0,14,22.091682358631427,8,1,False,False,False,False,0,1,0.6322400711844963
CUST_72,10,66.40085197493536,Two-Year,Enterprise,7,1,-0.1020042598746767,0,11,30.53987027492204,8,1,True,False,False,False,0,0,0.4620118393425209
CUST_73,14,35.86311708070558,Yearly,Basic,12,1,0.0546844145964721,1,13,33.53922669647059,7,1,False,False,False,False,0,0,0.4195269448762646
CUST_74,13,78.71265737280638,Monthly,Enterprise,13,1,-0.1605632868640318,0,10,32.81710331757552,7,1,False,False,False,False,0,0,0.4127744976935867
CUST_75,6,1.0027482842478697,Monthly,Basic,6,1,0.2209862585787606,0,17,8.240691050829923,3,1,False,True,False,False,1,1,0.8748562704518472
CUST_76,9,89.89350791839628,Two-Year,Enterprise,16,1,-0.2204675395919814,0,14,76.52179398793024,14,1,False,True,True,False,0,0,0.0021418911490543
CUST_77,9,90.7266416188775,Yearly,Enterprise,8,1,-0.2246332080943874,0,8,20.094113649402782,9,1,False,True,False,False,0,1,0.7142428999359438
CUST_78,6,11.725979697097188,Monthly,Basic,12,1,0.167370101514514,0,15,30.45934628306476,7,1,False,True,False,False,0,1,0.5816957423074358
CUST_79,14,8.109734890100937,Monthly,Basic,6,1,0.1934513255494953,0,13,60.5908502410123,17,1,False,False,True,False,0,0,0.0046721383340794
CUST_80,10,243.81002448255717,Yearly,Premium,30,1,-0.9890501224127856,0,13,43.61787134990722,8,1,True,False,False,False,0,0,0.2601511618580707
CUST_81,10,66.23837804774345,Monthly,Enterprise,9,1,-0.1011918902387172,0,14,63.85647440966997,9,1,True,False,True,False,0,0,0.0034489781250191
CUST_82,10,62.63767815619462,Yearly,Enterprise,14,1,-0.083188390780973,0,7,42.06355736935902,11,1,False,False,False,False,0,0,0.2581889140395976
CUST_83,11,24.06808865117221,Yearly,Basic,9,1,0.1106595567441389,0,18,90.22745935716856,8,1,False,True,True,False,0,0,0.0008258934375322
CUST_84,19,37.962599321832734,Yearly,Basic,8,1,0.0491870033908363,0,13,16.415182914033995,5,1,True,False,False,False,0,1,0.7085803185769989
CUST_85,7,53.52923186353088,Yearly,Enterprise,7,1,-0.0406461593176543,0,10,44.09335678378585,10,1,False,True,False,False,0,0,0.3196141840767412
CUST_86,10,31.607815249422583,Yearly,Basic,9,1,0.0719609237528871,0,11,157.19785233388845,24,1,False,True,False,True,0,0,0.0001108033446538
CUST_87,13,67.94889054835059,Monthly,Enterprise,8,1,-0.1067444527417529,0,16,84.65260859922302,19,1,False,False,True,False,0,0,0.000911621889021
CUST_88,17,73.31408155920298,Yearly,Enterprise,13,1,-0.1295704077960148,0,16,28.874117937665154,7,1,False,True,False,False,0,1,0.6156496815952576
CUST_89,11,86.05291721860509,Two-Year,Enterprise,11,1,-0.1992645860930254,0,17,72.68105880314123,9,1,False,True,True,False,0,0,0.002889653845639
CUST_90,13,18.018650419608875,Yearly,Basic,7,1,0.1429067479019556,1,9,31.69801935779672,8,1,False,True,False,False,0,1,0.5228776892537246
CUST_91,13,74.65499127957894,Monthly,Enterprise,16,1,-0.1402749563978946,0,13,89.03039980639973,19,1,False,False,True,False,0,0,0.0006132127928786
CUST_92,16,58.4560631614798,Yearly,Enterprise,12,1,-0.0562803158073989,0,16,17.71273947700624,5,1,True,False,False,False,1,1,0.7057130880689727
CUST_93,15,54.54534521525306,Yearly,Enterprise,14,1,-0.0377267260762652,0,14,127.66310709135314,11,1,True,False,False,True,0,0,0.0005977933755209
CUST_94,7,45.82682299916819,Yearly,Basic,9,1,-0.0021341149958409,0,10,35.49565876294821,8,1,True,False,False,False,0,0,0.3687650208234754
CUST_95,13,37.2402867305155,Monthly,Basic,5,1,0.0467985663474225,0,12,10.155089750060815,5,1,False,True,False,False,0,1,0.8449815542931923
CUST_96,14,29.901489602118332,Monthly,Basic,6,1,0.0844925519894083,0,7,130.02220670519574,17,1,False,True,False,True,0,0,0.0006559004294143
CUST_97,6,46.61186832799412,Monthly,Enterprise,8,1,-0.0070593416399705,0,8,30.60266733892153,3,1,False,True,False,False,1,1,0.5215857753063871
CUST_98,18,80.21190057911325,Monthly,Enterprise,10,1,-0.1630595028955662,0,15,30.93234106208514,9,1,False,True,False,False,0,1,0.5789867345570746
CUST_99,14,104.27908267457352,Yearly,Premium,12,1,-0.2873954133728675,0,10,44.74005309307932,17,1,True,False,False,False,0,0,0.2492778611732527
CUST_100,10,25.585260248137747,Yearly,Basic,5,1,0.1020736987593112,0,8,41.11292130905843,9,1,False,False,False,False,0,0,0.2722894932258909
CUST_101,14,42.7084155647173,Yearly,Basic,15,1,0.0204579221764135,0,18,23.72020509712421,12,1,True,False,False,False,0,1,0.6397278562941002
CUST_102,11,55.333472270308434,Yearly,Enterprise,17,1,-0.0456673613515421,0,7,37.23681483827251,12,1,False,True,False,False,0,0,0.4215629309404762
CUST_103,11,38.35000758082737,Two-Year,Basic,6,1,0.0392499620958631,0,17,26.429063641022903,11,1,False,False,False,False,0,1,0.5848438383908636
CUST_104,16,78.48634712044378,Monthly,Enterprise,14,1,-0.1564317356022188,0,11,22.55529929446257,6,1,True,False,False,False,0,1,0.5992642787543344
CUST_105,11,46.6844879130759,Monthly,Enterprise,12,1,-0.0024224395653794,0,8,48.2489381236276,16,1,True,False,True,False,0,0,0.0097942109209152
CUST_106,17,12.668701976090688,Monthly,Basic,4,1,0.1736564901195465,1,15,42.64631933591778,6,1,False,False,False,False,0,0,0.2805215258155466
CUST_107,9,48.8202220148363,Two-Year,Enterprise,9,1,-0.0151011100741814,0,11,89.93433338599853,16,1,True,False,True,False,0,0,0.0005245979443273
CUST_108,14,52.95842764875777,Yearly,Enterprise,4,1,-0.0307921382437888,0,12,49.4839619528946,6,1,False,False,True,False,0,0,0.0089109563435766
CUST_109,13,60.1196594243248,Yearly,Enterprise,13,1,-0.0675982971216239,0,8,131.86181066191008,20,1,False,True,False,True,0,0,0.0006104997707011
CUST_110,10,14.188661513709803,Yearly,Basic,4,1,0.1590566924314509,1,12,20.070230350853347,10,1,False,True,False,False,0,1,0.7380937812661768
CUST_111,14,49.23653949172599,Monthly,Enterprise,9,1,-0.0121826974586299,0,12,101.2310011208291,13,1,False,False,False,True,0,0,0.0039244209478908
CUST_112,12,17.54096083398662,Yearly,Basic,8,1,0.1442951958300669,0,12,26.352957267094045,9,1,False,False,False,False,0,1,0.5477762358473292
CUST_113,13,8.463063507301491,Two-Year,Basic,8,1,0.1906846824634925,0,15,29.20726242616148,5,1,False,False,False,False,0,1,0.5047492330779344
CUST_114,6,27.65429364180759,Monthly,Basic,6,1,0.087728531790962,1,15,134.23691293641195,16,1,False,True,False,True,0,0,0.0005917019784072
CUST_115,9,54.92258891611704,Monthly,Enterprise,9,1,-0.0456129445805852,0,16,15.17943705798137,3,1,True,False,False,False,0,1,0.7378563966674893
CUST_116,9,40.209483938919824,Yearly,Basic,5,1,0.0279525803054008,0,12,112.57122941354748,17,1,False,True,False,True,0,0,0.0026442488420328
CUST_117,9,14.689677117064306,Yearly,Basic,6,1,0.1555516144146784,0,13,62.96173499966853,18,1,False,True,True,False,0,0,0.0058049665760277
CUST_118,9,24.9894541766843,Two-Year,Basic,5,1,0.1040527291165785,0,12,110.14615265939382,13,1,True,False,False,True,0,0,0.0020570268532398
CUST_119,15,146.26079868609696,Two-Year,Premium,22,1,-0.4963039934304847,0,13,12.291750288551686,4,1,True,False,False,False,1,1,0.7641038114250082
CUST_120,9,15.201539794298569,Yearly,Basic,13,1,0.1529923010285072,0,7,8.016565922486533,4,1,False,False,False,False,0,1,0.7903963509325629
CUST_121,14,24.238638483946453,Yearly,Basic,4,1,0.1128068075802677,0,8,49.28273663271501,9,1,False,True,True,False,0,0,0.0122391992750171
CUST_122,9,60.14291615133792,Two-Year,Enterprise,9,1,-0.0717145807566895,0,11,96.404233414489,13,1,False,True,True,False,0,0,0.0004644595500025
CUST_123,8,50.23290186620737,Yearly,Enterprise,11,1,-0.0231645093310368,0,12,35.90208613119382,8,1,False,False,False,False,0,0,0.3750018194920077
CUST_124,11,37.56565990179756,Monthly,Basic,8,1,0.0431717004910122,0,16,25.56631419096071,5,1,True,False,False,False,0,1,0.5760023665982779
CUST_125,15,102.58691821606378,Monthly,Premium,17,1,-0.2779345910803188,0,11,122.5171694582322,18,1,False,False,False,True,0,0,0.0008703385241001
CUST_126,9,65.16841182352658,Monthly,Enterprise,12,1,-0.0968420591176328,0,13,64.09049458137616,10,1,False,True,True,False,0,0,0.0048820239170989
CUST_127,10,24.481387765031247,Monthly,Basic,7,1,0.1075930611748437,0,14,55.00156877579792,10,1,True,False,True,False,0,0,0.0066007629620331
CUST_128,23,48.17310794733116,Yearly,Enterprise,12,1,0.0021344602633441,0,13,114.22483378408934,11,1,True,False,False,True,0,0,0.0015376200157692
CUST_129,7,27.997681735239777,Two-Year,Basic,18,1,0.0870115913238011,0,15,48.06200149767231,11,1,False,True,True,False,0,0,0.0164216428171861
CUST_130,14,20.783155343842548,Two-Year,Basic,7,1,0.1300842232807872,0,10,34.83717214903858,6,1,False,False,False,False,0,0,0.3751403890361096
CUST_131,14,68.70087464889885,Monthly,Enterprise,9,1,-0.1095043732444941,0,8,67.54422241085436,10,1,False,False,True,False,0,0,0.0022855743663848
CUST_132,22,83.14169758817367,Monthly,Enterprise,11,1,-0.1737084879408683,0,11,75.41645872054625,16,1,True,False,True,False,0,0,0.0014983849310075
CUST_133,8,8.419138755462455,Yearly,Basic,7,1,0.1859043062226877,1,11,7.015429228888176,1,1,False,False,False,False,1,1,0.8133351203865774
CUST_134,20,2.669183268532977,Yearly,Basic,7,1,0.2266540836573351,1,7,8.28063763031083,5,1,False,True,False,False,0,1,0.8452729424655083
CUST_135,9,35.91407225567932,Monthly,Basic,6,1,0.0494296387216033,0,15,31.89771841645938,7,1,False,False,False,False,0,0,0.4619295745211062
CUST_136,17,57.90163713455571,Yearly,Enterprise,9,1,-0.0525081856727785,0,11,59.98519809981544,18,1,False,True,True,False,0,0,0.0068189652676342
CUST_137,13,60.5908502410123,Monthly,Enterprise,17,1,-0.0699542512050614,0,11,19.32675731425817,8,1,False,False,False,False,0,1,0.6596781351268317
CUST_138,8,29.40512164073729,Monthly,Basic,11,1,0.0809743917963135,0,12,64.04084309349957,11,1,True,False,True,False,0,0,0.0033023162728871
CUST_139,16,41.742322109923016,Yearly,Basic,10,1,0.0272883894503848,0,19,92.14045607344218,18,1,False,False,True,False,0,0,0.0005680759865256
CUST_140,18,28.551963749130504,Two-Year,Basic,6,1,0.0952401812543475,0,19,14.432188569872448,3,1,False,False,False,False,0,1,0.7634551113453489
CUST_141,12,7.759343399778904,Monthly,Basic,5,1,0.1932032830011054,0,10,111.97388888181166,18,1,False,False,False,True,0,0,0.0018155547065081
CUST_142,13,17.985541712451152,Yearly,Basic,9,1,0.1430722914377442,0,8,45.08349899087919,7,1,False,True,False,False,0,0,0.2859359038947774
CUST_143,12,90.51456535322036,Yearly,Enterprise,11,1,-0.2205728267661017,0,10,39.78235751757438,6,1,False,False,False,False,0,0,0.2956600401392117
CUST_144,9,32.48607799109945,Yearly,Basic,9,1,0.0665696100445027,0,9,32.77838614760787,9,1,False,False,False,False,1,0,0.4125859648511563
CUST_145,15,42.85808096389653,Monthly,Basic,9,1,0.0207095951805173,0,13,8.22705200046321,6,1,False,True,False,False,0,1,0.8668640989566787
CUST_146,11,37.534412734319886,Yearly,Basic,9,1,0.0433279363284005,0,12,24.82526984538761,7,1,False,False,False,False,0,1,0.5693325665195285
CUST_147,11,29.026947996203,Two-Year,Basic,6,1,0.085865260018985,0,14,26.22977826029589,9,1,True,False,False,False,0,1,0.5624763161610996
CUST_148,7,71.89212933981996,Yearly,Enterprise,16,1,-0.1324606466990998,0,18,17.07054413625372,13,1,False,False,False,False,1,1,0.744527991411163
CUST_149,12,80.81888389862884,Yearly,Enterprise,9,1,-0.1720944194931442,0,9,88.41732133343395,17,1,False,False,True,False,0,0,0.0005630099275858
CUST_150,14,12.033061437360605,Yearly,Basic,5,1,0.173834692813197,0,10,23.998099898844217,8,1,False,False,False,False,0,1,0.5737504729890789
CUST_151,10,31.79975638276316,Yearly,Basic,4,1,0.0710012180861842,0,13,42.51922618799876,12,1,False,True,False,False,0,0,0.3685367596736322
CUST_152,11,10.740470448941885,Yearly,Basic,8,1,0.1772976477552905,0,10,9.968793146277187,8,1,False,True,False,False,0,1,0.8442953149885323
CUST_153,13,41.854701585612425,Two-Year,Basic,8,1,0.0237264920719378,0,9,41.35859590443371,15,1,False,True,False,False,0,0,0.3713125503564837
CUST_154,15,30.439126495670106,Yearly,Basic,13,1,0.0828043675216494,0,9,38.26827639636594,6,1,False,False,False,False,0,0,0.3132054262630833
CUST_155,9,65.70529108690519,Yearly,Enterprise,8,1,-0.0995264554345259,0,10,12.11370277844534,11,1,False,False,False,False,0,1,0.7670547256819064
CUST_156,11,37.33031208263773,Monthly,Basic,8,1,0.0443484395868113,0,12,56.98541361648925,4,1,False,True,True,False,0,0,0.0073975771115137
CUST_157,14,7.599035859985206,Yearly,Basic,12,1,0.1960048207000739,0,19,79.54578502555437,14,1,False,False,True,False,0,0,0.0013482963275124
CUST_158,16,36.0346565064092,Two-Year,Basic,9,1,0.055826717467954,0,12,28.170702968899946,11,1,False,False,False,False,1,1,0.5208037079474208
CUST_159,9,12.346278886228324,Yearly,Basic,6,1,0.1672686055688584,0,15,98.88534944484852,16,1,False,False,False,True,0,0,0.0052088096208108
CUST_160,17,23.69942548148932,Two-Year,Basic,7,1,0.1185028725925534,0,16,55.35987048651895,14,1,False,False,True,False,0,0,0.0071209979428347
CUST_161,9,96.15965822206005,Yearly,Enterprise,18,1,-0.2517982911103002,0,16,15.635318658657226,3,1,False,False,False,False,0,1,0.7319653321214875
CUST_162,14,104.9238689299632,Monthly,Premium,17,1,-0.2906193446498159,0,15,52.24601218477416,9,1,False,False,True,False,0,0,0.0081894647022536
CUST_163,11,22.243083568978918,Monthly,Basic,3,1,0.1197845821551054,0,19,42.24244325843609,6,1,False,False,False,False,0,0,0.3087588874893627
CUST_164,15,44.8156894274547,Two-Year,Basic,17,1,0.0109215528627264,0,11,28.097341965770312,14,1,False,False,False,False,0,1,0.5241169417892098
CUST_165,12,4.813611972865731,Monthly,Basic,5,1,0.2079319401356713,1,11,40.05239552394448,11,1,True,False,False,False,0,0,0.3087645278921144
CUST_166,16,15.857496747137636,Yearly,Basic,10,1,0.1567125162643118,1,8,33.95806134812439,7,1,False,True,False,False,0,0,0.4724804367998292
CUST_167,13,13.475720448798988,Yearly,Basic,8,1,0.165621397756005,0,10,98.50804248266992,16,1,False,True,False,True,0,0,0.0068268056230381
CUST_168,12,22.43758959331528,Yearly,Basic,8,1,0.1198120520334236,0,11,30.85595043431832,9,1,False,True,False,False,0,1,0.5541414633795371
CUST_169,11,142.7850476991016,Monthly,Premium,11,1,-0.482925238495508,0,10,8.779789969019365,6,1,False,True,False,False,0,1,0.8523903660060392
CUST_170,13,219.19144236989948,Monthly,Premium,32,1,-0.8629572118494975,0,10,11.209281531511383,7,1,True,False,False,False,0,1,0.769988542657409
CUST_171,9,65.69339276337908,Monthly,Enterprise,7,1,-0.0994669638168953,0,12,64.8126834642208,14,1,False,True,True,False,0,0,0.0047255468367917
CUST_172,19,14.432188569872448,Monthly,Basic,3,1,0.1668390571506378,0,8,22.887592967125578,6,1,False,True,False,False,0,1,0.6635818868933993
CUST_173,20,89.43782646688372,Two-Year,Enterprise,11,1,-0.2071891323344185,0,11,41.32277102731612,10,1,False,False,False,False,0,0,0.2876904227004645
CUST_174,12,54.94781828979083,Two-Year,Enterprise,11,1,-0.0427390914489541,0,14,52.65345724185543,15,1,False,True,True,False,0,0,0.012065053200141
CUST_175,17,95.96998287444158,Monthly,Enterprise,15,1,-0.2428499143722078,0,18,24.028396431147065,8,1,True,False,False,False,0,1,0.6237931094635072
CUST_176,8,9.232238336379355,Yearly,Basic,8,1,0.1818388083181032,0,11,45.17394758219571,8,1,False,False,False,False,0,0,0.2299854836898233
CUST_177,6,26.9773593796029,Yearly,Basic,5,1,0.0911132031019855,0,11,28.86825647846144,8,1,True,False,False,False,0,0,0.492177825517494
