CustomerID,Tenure,MonthlySpend,ContractType,SubscriptionPlan,LoginFrequency,SupportTickets,ChurnRisk,ChurnStatus
CUST_94,7,45.82682299916819,Yearly,Basic,9,1,-0.0021341149958409578,0
CUST_95,13,37.2402867305155,Monthly,Basic,5,1,0.04679856634742252,0
CUST_96,14,29.901489602118335,Monthly,Basic,6,1,0.08449255198940835,0
CUST_97,6,46.61186832799412,Monthly,Enterprise,8,1,-0.007059341639970573,0
CUST_98,18,80.21190057911325,Monthly,Enterprise,10,1,-0.1630595028955662,0
CUST_99,14,104.27908267457352,Yearly,Premium,12,1,-0.2873954133728675,0
CUST_100,10,25.585260248137747,Yearly,Basic,5,1,0.10207369875931127,0
CUST_101,14,42.7084155647173,Yearly,Basic,15,1,0.020457922176413512,0
CUST_102,11,55.333472270308434,Yearly,Enterprise,17,1,-0.045667361351542174,0
CUST_103,11,38.35000758082737,Two-Year,Basic,6,1,0.03924996209586315,0
CUST_104,16,78.48634712044378,Monthly,Enterprise,14,1,-0.15643173560221885,0
CUST_105,11,46.6844879130759,Monthly,Enterprise,12,1,-0.0024224395653794917,0
CUST_106,17,12.668701976090688,Monthly,Basic,4,1,0.17365649011954656,1
CUST_107,9,48.8202220148363,Two-Year,Enterprise,9,1,-0.015101110074181467,0
CUST_108,14,52.95842764875777,Yearly,Enterprise,4,1,-0.03079213824378882,0
CUST_109,13,60.1196594243248,Yearly,Enterprise,13,1,-0.06759829712162396,0
CUST_110,10,14.188661513709805,Yearly,Basic,4,1,0.15905669243145099,1
CUST_111,14,49.23653949172599,Monthly,Enterprise,9,1,-0.01218269745862996,0
CUST_112,12,17.54096083398662,Yearly,Basic,8,1,0.1442951958300669,0
CUST_113,13,8.463063507301491,Two-Year,Basic,8,1,0.19068468246349254,0
CUST_114,6,27.65429364180759,Monthly,Basic,6,1,0.08772853179096206,1
CUST_115,9,54.92258891611704,Monthly,Enterprise,9,1,-0.04561294458058521,0
CUST_116,9,40.209483938919824,Yearly,Basic,5,1,0.027952580305400876,0
CUST_117,9,14.689677117064306,Yearly,Basic,6,1,0.15555161441467846,0
CUST_118,9,24.9894541766843,Two-Year,Basic,5,1,0.1040527291165785,0
CUST_119,15,146.26079868609696,Two-Year,Premium,22,1,-0.49630399343048476,0
CUST_120,9,15.201539794298569,Yearly,Basic,13,1,0.1529923010285072,0
CUST_121,14,24.238638483946453,Yearly,Basic,4,1,0.11280680758026775,0
CUST_122,9,60.14291615133792,Two-Year,Enterprise,9,1,-0.07171458075668957,0
CUST_123,8,50.23290186620737,Yearly,Enterprise,11,1,-0.023164509331036837,0
CUST_124,11,37.56565990179756,Monthly,Basic,8,1,0.04317170049101221,0
CUST_125,15,102.58691821606378,Monthly,Premium,17,1,-0.27793459108031887,0
CUST_126,9,65.16841182352658,Monthly,Enterprise,12,1,-0.09684205911763288,0
CUST_127,10,24.481387765031247,Monthly,Basic,7,1,0.10759306117484377,0
CUST_128,23,48.17310794733116,Yearly,Enterprise,12,1,0.0021344602633441845,0
CUST_129,7,27.997681735239777,Two-Year,Basic,18,1,0.08701159132380114,0
CUST_130,14,20.783155343842548,Two-Year,Basic,7,1,0.13008422328078728,0
CUST_131,14,68.70087464889885,Monthly,Enterprise,9,1,-0.10950437324449419,0
CUST_132,22,83.14169758817367,Monthly,Enterprise,11,1,-0.1737084879408683,0
CUST_133,8,8.419138755462455,Yearly,Basic,7,1,0.18590430622268772,1
CUST_134,20,2.6691832685329775,Yearly,Basic,7,1,0.22665408365733514,1
CUST_135,9,35.91407225567932,Monthly,Basic,6,1,0.049429638721603386,0
CUST_136,17,57.90163713455571,Yearly,Enterprise,9,1,-0.05250818567277854,0
CUST_137,13,60.5908502410123,Monthly,Enterprise,17,1,-0.06995425120506144,0
CUST_138,8,29.405121640737292,Monthly,Basic,11,1,0.08097439179631356,0
CUST_139,16,41.742322109923016,Yearly,Basic,10,1,0.027288389450384892,0
CUST_140,18,28.551963749130504,Two-Year,Basic,6,1,0.0952401812543475,0
CUST_141,12,7.7593433997789045,Monthly,Basic,5,1,0.19320328300110548,0
CUST_142,13,17.985541712451152,Yearly,Basic,9,1,0.14307229143774425,0
CUST_143,12,90.51456535322035,Yearly,Enterprise,11,1,-0.22057282676610174,0
CUST_144,9,32.48607799109945,Yearly,Basic,9,1,0.06656961004450276,0
CUST_145,15,42.85808096389653,Monthly,Basic,9,1,0.02070959518051732,0
CUST_146,11,37.534412734319886,Yearly,Basic,9,1,0.04332793632840057,0
CUST_147,11,29.026947996203,Two-Year,Basic,6,1,0.08586526001898502,0
CUST_148,7,71.89212933981996,Yearly,Enterprise,16,1,-0.1324606466990998,0
CUST_149,12,80.81888389862884,Yearly,Enterprise,9,1,-0.1720944194931442,0
CUST_150,14,12.033061437360603,Yearly,Basic,5,1,0.173834692813197,0
CUST_151,10,31.79975638276316,Yearly,Basic,4,1,0.0710012180861842,0
CUST_152,11,10.740470448941885,Yearly,Basic,8,1,0.17729764775529058,0
CUST_153,13,41.854701585612425,Two-Year,Basic,8,1,0.023726492071937888,0
CUST_154,15,30.439126495670106,Yearly,Basic,13,1,0.08280436752164948,0
CUST_155,9,65.70529108690519,Yearly,Enterprise,8,1,-0.09952645543452593,0
CUST_156,11,37.33031208263773,Monthly,Basic,8,1,0.04434843958681134,0
CUST_157,14,7.599035859985206,Yearly,Basic,12,1,0.19600482070007397,0
CUST_158,16,36.0346565064092,Two-Year,Basic,9,1,0.05582671746795401,0
CUST_159,9,12.346278886228323,Yearly,Basic,6,1,0.1672686055688584,0
CUST_160,17,23.69942548148932,Two-Year,Basic,7,1,0.1185028725925534,0
CUST_161,9,96.15965822206005,Yearly,Enterprise,18,1,-0.2517982911103002,0
CUST_162,14,104.92386892996319,Monthly,Premium,17,1,-0.2906193446498159,0
CUST_163,11,22.243083568978914,Monthly,Basic,3,1,0.11978458215510544,0
CUST_164,15,44.8156894274547,Two-Year,Basic,17,1,0.010921552862726475,0
CUST_165,12,4.813611972865731,Monthly,Basic,5,1,0.20793194013567134,1
CUST_166,16,15.857496747137636,Yearly,Basic,10,1,0.15671251626431182,1
CUST_167,13,13.475720448798988,Yearly,Basic,8,1,0.16562139775600507,0
CUST_168,12,22.437589593315277,Yearly,Basic,8,1,0.11981205203342363,0
CUST_169,11,142.7850476991016,Monthly,Premium,11,1,-0.482925238495508,0
CUST_170,13,219.19144236989948,Monthly,Premium,32,1,-0.8629572118494975,0
CUST_171,9,65.69339276337908,Monthly,Enterprise,7,1,-0.09946696381689535,0
CUST_172,19,14.432188569872448,Monthly,Basic,3,1,0.1668390571506378,0
CUST_173,20,89.43782646688372,Two-Year,Enterprise,11,1,-0.20718913233441855,0
CUST_174,12,54.94781828979083,Two-Year,Enterprise,11,1,-0.04273909144895413,0
CUST_175,17,95.96998287444158,Monthly,Enterprise,15,1,-0.24284991437220788,0
CUST_176,8,9.232238336379357,Yearly,Basic,8,1,0.18183880831810323,0
CUST_177,6,26.9773593796029,Yearly,Basic,5,1,0.09111320310198552,0
CUST_178,10,107.26647628081349,Yearly,Premium,14,1,-0.30633238140406743,0
CUST_179,10,65.19354564568435,Monthly,Enterprise,11,1,-0.09596772822842176,0
CUST_180,13,30.818978886319858,Yearly,Basic,4,1,0.07890510556840073,0
CUST_181,7,37.04204220467698,Monthly,Basic,16,1,0.04178978897661509,0
CUST_182,18,28.05558951362523,Monthly,Basic,5,1,0.09772205243187387,0
CUST_183,12,56.985413616489254,Yearly,Enterprise,4,1,-0.05292706808244624,0
CUST_184,11,126.29658138944868,Yearly,Premium,19,1,-0.40048290694724337,0
CUST_185,9,44.85339184251888,Monthly,Basic,8,1,0.004733040787405607,0
CUST_186,17,18.877632226530576,Two-Year,Basic,7,1,0.14261183886734713,0
CUST_187,10,28.02054888141905,Monthly,Basic,12,1,0.08989725559290478,0
CUST_188,10,10.452281778165217,Monthly,Basic,7,1,0.17773859110917392,1
CUST_189,15,4.02953637703985,Monthly,Basic,8,1,0.21485231811480077,0
CUST_190,11,36.8803473378196,Monthly,Basic,14,1,0.046598263310902,0
CUST_191,8,25.4179026498163,Yearly,Basic,5,1,0.10091048675091853,0
CUST_192,13,99.66815116937113,Monthly,Premium,11,1,-0.2653407558468556,0
CUST_193,10,27.622664080074934,Monthly,Basic,8,1,0.09188667959962536,1
CUST_194,12,17.653784194972246,Yearly,Basic,8,1,0.14373107902513876,0
CUST_195,16,19.809012194580156,Monthly,Basic,8,1,0.13695493902709924,0
CUST_196,14,15.312912034054122,Monthly,Basic,3,1,0.1574354398297294,0
CUST_197,10,67.66060611862952,Yearly,Enterprise,12,1,-0.10830303059314755,0
CUST_198,12,38.55955943390393,Monthly,Basic,6,1,0.03920220283048037,0
CUST_199,19,38.457172441794754,Monthly,Basic,6,1,0.046714137791026206,0
CUST_200,8,154.13710588575972,Monthly,Premium,16,1,-0.5426855294287987,0
CUST_201,14,62.956143600453984,Monthly,Enterprise,14,1,-0.08078071800226988,0
CUST_202,10,10.65922690945548,Yearly,Basic,6,1,0.17670386545272262,1
CUST_203,19,74.25117859876758,Yearly,Enterprise,10,1,-0.1322558929938379,0
CUST_204,13,48.02872898328189,Yearly,Enterprise,12,1,-0.007143644916409425,0
CUST_205,12,63.30381600705549,Yearly,Enterprise,9,1,-0.08451908003527742,0
CUST_206,11,57.6241129651874,Monthly,Enterprise,8,1,-0.05712056482593697,0
CUST_207,12,25.7869235875592,Two-Year,Basic,10,1,0.103065382062204,0
CUST_208,14,63.85647440966997,Two-Year,Enterprise,9,1,-0.08528237204834982,0
CUST_209,11,20.916522824648343,Monthly,Basic,6,1,0.1264173858767583,1
CUST_210,11,19.891004149799027,Monthly,Basic,13,1,0.1315449792510049,0
CUST_211,14,52.53975948938855,Monthly,Enterprise,5,1,-0.02869879744694273,0
CUST_212,11,30.34293194813298,Yearly,Basic,8,1,0.07928534025933513,0
CUST_213,16,52.371519180119094,Monthly,Enterprise,12,1,-0.02585759590059547,0
CUST_214,15,39.197397538699796,Yearly,Basic,10,1,0.03901301230650103,0
CUST_215,15,7.541795137666396,Monthly,Basic,3,1,0.19729102431166803,0
CUST_216,22,18.549771506309696,Yearly,Basic,7,1,0.14925114246845156,0
CUST_217,7,65.26106072204345,Yearly,Enterprise,11,1,-0.09930530361021722,0
CUST_218,20,44.90233390090359,Monthly,Basic,5,1,0.015488330495482039,0
CUST_219,6,27.308183659667744,Monthly,Basic,9,1,0.0894590817016613,0
CUST_220,11,32.14178982808746,Monthly,Basic,8,1,0.07029105085956269,0
CUST_221,15,67.24995103179513,Yearly,Enterprise,6,1,-0.10124975515897566,0
CUST_222,8,61.643288467302185,Yearly,Enterprise,9,1,-0.08021644233651087,0
CUST_223,14,26.69356517489684,Yearly,Basic,8,1,0.10053217412551582,0
CUST_224,14,105.02826096062883,Monthly,Premium,16,1,-0.2911413048031441,0
CUST_225,8,29.435530541812966,Two-Year,Basic,7,1,0.0808223472909352,0
CUST_226,7,32.241345861351874,Yearly,Basic,7,1,0.06579327069324065,0
CUST_227,13,16.731774782699794,Monthly,Basic,5,1,0.14934112608650102,0
CUST_228,17,74.43228286690614,Yearly,Enterprise,9,1,-0.13516141433453066,0
CUST_229,12,94.5345967620127,Monthly,Enterprise,17,1,-0.24067298381006347,0
CUST_230,16,57.55892369163323,Monthly,Enterprise,8,1,-0.05179461845816613,0
CUST_231,8,176.7925097228849,Monthly,Premium,23,1,-0.6559625486144245,0
CUST_232,9,24.768687735587363,Yearly,Basic,5,1,0.1051565613220632,0
CUST_233,11,52.56595662408819,Monthly,Enterprise,3,1,-0.03182978312044091,0
CUST_234,13,27.023399851060283,Yearly,Basic,11,1,0.0978830007446986,0
CUST_235,14,17.702174141607376,Yearly,Basic,6,1,0.14548912929196312,0
CUST_236,10,86.15192755697936,Yearly,Enterprise,11,1,-0.20075963778489675,0
CUST_237,7,24.531369119407834,Monthly,Basic,8,1,0.10434315440296085,0
CUST_238,18,134.08968760266166,Yearly,Premium,23,1,-0.4324484380133083,0
CUST_239,8,49.28273663271501,Yearly,Enterprise,9,1,-0.01841368316357503,0
CUST_240,14,40.69105567267375,Yearly,Basic,6,1,0.030544721636631272,0
CUST_241,9,142.92560912339815,Two-Year,Premium,19,1,-0.48562804561699074,0
CUST_242,15,36.80506517843853,Monthly,Basic,12,1,0.050974674107807344,0
CUST_243,8,18.119202545783406,Monthly,Basic,6,1,0.137403987271083,0
CUST_244,10,50.141391114637955,Two-Year,Enterprise,13,1,-0.020706955573189773,0
CUST_245,8,6.79806027896251,Two-Year,Basic,11,1,0.19400969860518746,0
CUST_246,9,23.099945482975066,Monthly,Basic,5,1,0.11350027258512467,0
CUST_247,14,103.46913103296032,Yearly,Premium,8,1,-0.28334565516480154,0
CUST_248,12,86.26828240606093,Yearly,Enterprise,22,1,-0.19934141203030464,0
CUST_249,14,63.93766760261165,Two-Year,Enterprise,14,1,-0.0856883380130582,0
CUST_250,17,26.112955927256287,Yearly,Basic,5,1,0.10643522036371858,1
CUST_251,16,32.633365984287856,Monthly,Basic,5,1,0.07283317007856074,0
CUST_252,12,63.84103037767079,Yearly,Enterprise,13,1,-0.08720515188835393,0
CUST_253,13,56.05862158066087,Two-Year,Enterprise,8,1,-0.04729310790330435,0
CUST_254,12,26.878942342336064,Yearly,Basic,10,1,0.09760528828831969,0
CUST_255,13,92.87784385928259,Yearly,Enterprise,13,1,-0.23138921929641293,0
CUST_256,16,13.576346764580249,Yearly,Basic,6,1,0.16811826617709877,0
CUST_257,12,87.93794891924145,Two-Year,Enterprise,13,1,-0.2076897445962072,0
CUST_258,8,18.34244947791371,Yearly,Basic,3,1,0.13628775261043147,0
CUST_259,8,45.083498990879185,Yearly,Basic,7,1,0.0025825050456040888,0
CUST_260,14,12.364726789498771,Monthly,Basic,4,1,0.17217636605250616,0
CUST_261,10,72.81845494676347,Monthly,Enterprise,6,1,-0.1340922747338173,0
CUST_262,6,71.81767041092222,Yearly,Enterprise,13,1,-0.13308835205461106,0
CUST_263,9,11.133467747021095,Yearly,Basic,3,1,0.17333266126489452,0
CUST_264,13,13.399118691057845,Monthly,Basic,9,1,0.16600440654471077,0
CUST_265,13,29.43391851031426,Monthly,Basic,11,1,0.08583040744842872,0
CUST_266,8,111.09970027613636,Two-Year,Premium,15,1,-0.32749850138068176,0
CUST_267,11,41.66555351353942,Monthly,Basic,11,1,0.022672232432302902,0
CUST_268,21,21.83345530863987,Yearly,Basic,5,1,0.13183272345680067,0
CUST_269,8,80.05043133210866,Yearly,Enterprise,14,1,-0.17225215666054328,0
CUST_270,6,24.50051862558766,Monthly,Basic,6,1,0.10349740687206171,0
CUST_271,12,38.148822734692324,Yearly,Basic,11,1,0.0412558863265384,0
CUST_272,15,36.900362764602846,Two-Year,Basic,6,1,0.05049818617698579,0
CUST_273,14,5.003861238104277,Monthly,Basic,5,1,0.20898069380947862,0
CUST_274,18,119.26768783468734,Two-Year,Premium,28,1,-0.3583384391734366,0
CUST_275,8,150.82977697094023,Yearly,Premium,23,1,-0.5261488848547011,0
CUST_276,14,38.9094839741997,Yearly,Basic,10,1,0.03945258012900149,0
CUST_277,13,50.65053745039062,Two-Year,Enterprise,8,1,-0.02025268725195309,0
CUST_278,12,66.51467315969214,Yearly,Enterprise,7,1,-0.10057336579846066,0
CUST_279,14,70.6529950079389,Monthly,Enterprise,12,1,-0.11926497503969447,0
CUST_280,11,49.33843700553175,Yearly,Enterprise,10,1,-0.01569218502765876,0
CUST_281,10,9.53673176863139,Monthly,Basic,6,1,0.18231634115684306,0
CUST_282,11,22.659075517714026,Monthly,Basic,7,1,0.11770462241142989,0
CUST_283,17,25.450831232613403,Yearly,Basic,9,1,0.109745843836933,0
CUST_284,18,17.23424437346418,Yearly,Basic,10,1,0.15182877813267912,0
CUST_285,7,20.71395489606807,Monthly,Basic,5,1,0.12343022551965967,0
CUST_286,12,89.42295848679017,Monthly,Enterprise,14,1,-0.21511479243395082,0
CUST_287,20,37.02341498680596,Monthly,Basic,8,1,0.05488292506597017,0
CUST_288,11,106.5891161017803,Yearly,Premium,25,1,-0.30194558050890147,0
CUST_289,13,169.57435491943028,Yearly,Premium,38,1,-0.6148717745971513,0
CUST_290,22,90.28531153017931,Yearly,Enterprise,10,1,-0.20942655765089652,0
CUST_291,8,22.475072924827753,Two-Year,Basic,4,1,0.11562463537586125,0
CUST_292,8,21.69513532071308,Yearly,Basic,6,1,0.11952432339643461,0
CUST_293,11,22.85925572252744,Yearly,Basic,9,1,0.1167037213873628,0
CUST_294,12,38.93674569795726,Yearly,Basic,10,1,0.03731627151021372,0
CUST_295,17,29.593382166008613,Yearly,Basic,4,1,0.08903308916995693,0
CUST_296,11,54.49645622774104,Yearly,Enterprise,11,1,-0.041482281138705196,0
CUST_297,15,54.678880582287206,Two-Year,Enterprise,12,1,-0.038394402911436004,0
CUST_298,8,25.791477545036713,Yearly,Basic,6,1,0.09904261227481646,0
CUST_299,17,64.84813207073712,Monthly,Enterprise,26,1,-0.08724066035368555,0
CUST_300,10,18.71036819372813,Yearly,Basic,6,1,0.13644815903135937,0
CUST_301,15,40.05252215601451,Yearly,Basic,6,1,0.034737389219927445,0
CUST_302,17,76.29836969186692,Monthly,Enterprise,17,1,-0.1444918484593346,0
CUST_303,13,27.58524209233975,Two-Year,Basic,11,1,0.09507378953830126,0
CUST_304,13,41.53125886732379,Monthly,Basic,9,1,0.02534370566338104,0
CUST_305,10,72.90111792836034,Monthly,Enterprise,19,1,-0.13450558964180165,0
CUST_306,15,113.41515274847677,Monthly,Premium,12,1,-0.33207576374238384,0
CUST_307,10,27.906017178859248,Yearly,Basic,12,1,0.09046991410570378,0
CUST_308,12,49.63594495158099,Two-Year,Enterprise,9,1,-0.01617972475790494,0
CUST_309,13,21.935136188491814,Two-Year,Basic,8,1,0.12332431905754095,0
CUST_310,13,67.9782367356366,Monthly,Enterprise,17,1,-0.10689118367818295,0
CUST_311,14,10.001405031469025,Yearly,Basic,5,1,0.1839929748426549,0
CUST_312,7,34.81467615931734,Two-Year,Basic,6,1,0.05292661920341332,0
CUST_313,8,33.55425900480072,Two-Year,Basic,10,1,0.06022870497599642,1
CUST_314,7,14.551440078894526,Two-Year,Basic,5,1,0.1542427996055274,0
CUST_315,6,5.3603131216918385,Two-Year,Basic,3,1,0.1991984343915408,0
CUST_316,15,27.7775347446267,Yearly,Basic,8,1,0.09611232627686653,0
CUST_317,18,35.07461236619466,Two-Year,Basic,5,1,0.06262693816902673,0
CUST_318,20,42.808742611866165,Two-Year,Basic,5,1,0.02595628694066915,0
CUST_319,14,30.587234687879665,Monthly,Basic,7,1,0.0810638265606017,0
CUST_320,10,13.62782584439885,Yearly,Basic,7,1,0.16186087077800576,0
CUST_321,18,63.202221164920545,Two-Year,Enterprise,10,1,-0.07801110582460269,0
CUST_322,12,33.1439723631766,Two-Year,Basic,8,1,0.06628013818411699,0
CUST_323,8,100.38253344941413,Monthly,Premium,16,1,-0.2739126672470706,0
CUST_324,15,116.46877264211038,Two-Year,Premium,19,1,-0.34734386321055183,0
CUST_325,7,35.30679252282092,Monthly,Basic,6,1,0.05046603738589539,0
CUST_326,13,54.05344452898645,Monthly,Enterprise,13,1,-0.037267222644932235,0
CUST_327,8,67.6932474240725,Two-Year,Enterprise,18,1,-0.11046623712036246,0
CUST_328,11,64.84812049801103,Yearly,Enterprise,10,1,-0.09324060249005511,0
CUST_329,7,26.239416973576702,Yearly,Basic,8,1,0.09580291513211651,0
CUST_330,12,7.774290943770435,Yearly,Basic,9,1,0.19312854528114784,1
CUST_331,8,58.51847418891965,Yearly,Enterprise,7,1,-0.06459237094459819,0
CUST_332,12,35.82578008654295,Yearly,Basic,12,1,0.05287109956728525,0
CUST_333,10,123.47257142469223,Monthly,Premium,29,1,-0.38736285712346114,0
CUST_334,14,108.10829055111691,Yearly,Premium,15,1,-0.3065414527555845,0
